"mnth","hr","holiday","weekday","weathersit","temp","atemp","hum","windspeed","total"
"Nov","18","No","Wednesday","Bad",13.62,13.997,88,26.0027,189
"Nov","19","No","Wednesday","Bad",13.62,13.997,88,26.0027,111
"Nov","20","No","Wednesday","Bad",12.68,13.0004,88,26.0027,99
"Nov","22","No","Wednesday","Bad",11.74,11.9972,88,15.0013,46
"Nov","1","No","Thursday","Fair",11.74,11.9972,82,11.0014,5
"Nov","3","No","Thursday","Fair",11.74,11.9972,77,22.0028,3
"Nov","4","No","Thursday","Fair",10.8,11.0006,62,27.9993,4
"Nov","5","No","Thursday","Bad",7.98,3.998,71,22.0028,22
"Nov","7","No","Thursday","Bad",7.98,5.0012,61,19.0012,168
"Nov","8","No","Thursday","Bad",7.98,3.998,61,19.9995,355
"Nov","9","No","Thursday","Fair",7.98,3.998,61,22.0028,198
"Nov","10","No","Thursday","Fair",7.98,3.998,61,22.0028,81
"Nov","11","No","Thursday","Bad",7.04,3.998,66,22.0028,97
"Nov","12","No","Thursday","Fair",7.98,3.998,53,19.9995,121
"Nov","13","No","Thursday","Fair",7.98,3.998,49,30.0026,124
"Nov","14","No","Thursday","Fair",7.98,3.998,49,26.0027,110
"Nov","16","No","Thursday","Good",7.04,3.0014,39,27.9993,195
"Nov","17","No","Thursday","Good",7.04,3.0014,42,26.0027,399
"Nov","18","No","Thursday","Good",7.04,5.0012,39,12.998,307
"Nov","19","No","Thursday","Good",6.1,3.0014,45,15.0013,217
"Nov","20","No","Thursday","Good",6.1,3.0014,42,19.0012,169
"Nov","21","No","Thursday","Good",6.1,3.0014,42,16.9979,116
"Nov","23","No","Thursday","Good",4.22,1.0016,52,15.0013,58
"Nov","0","No","Friday","Good",4.22,1.0016,48,11.0014,30
"Nov","1","No","Friday","Good",4.22,-0.998200000000001,44,22.0028,10
"Nov","2","No","Friday","Good",3.28,-0.998200000000001,44,15.0013,10
"Nov","3","No","Friday","Good",3.28,-2.0014,41,19.0012,2
"Nov","4","No","Friday","Good",2.34,-0.998200000000001,44,11.0014,5
"Nov","5","No","Friday","Good",2.34,-0.998200000000001,44,8.9981,22
"Nov","6","No","Friday","Good",2.34,1.0016,44,6.0032,71
"Nov","7","No","Friday","Good",2.34,-0.998200000000001,44,11.0014,216
"Nov","8","No","Friday","Good",2.34,-0.998200000000001,44,12.998,375
"Nov","9","No","Friday","Good",4.22,1.0016,41,12.998,213
"Nov","10","No","Friday","Good",4.22,-0.00159999999999982,41,19.0012,115
"Nov","11","No","Friday","Good",6.1,3.998,36,8.9981,140
"Nov","12","No","Friday","Good",7.04,5.9978,33,0,165
"Nov","13","No","Friday","Good",7.98,5.0012,31,15.0013,177
"Nov","14","No","Friday","Good",7.98,5.9978,31,8.9981,154
"Nov","16","No","Friday","Good",7.98,5.9978,29,8.9981,209
"Nov","17","No","Friday","Good",7.04,5.9978,31,8.9981,378
"Nov","18","No","Friday","Good",6.1,3.998,36,11.0014,328
"Nov","19","No","Friday","Good",5.16,1.9982,41,11.0014,190
"Nov","21","No","Friday","Good",5.16,1.9982,48,11.0014,111
"Nov","22","No","Friday","Good",4.22,1.9982,52,7.0015,97
"Nov","23","No","Friday","Good",4.22,1.9982,60,8.9981,59
"Nov","0","No","Saturday","Good",4.22,1.0016,56,12.998,53
"Nov","1","No","Saturday","Good",4.22,-0.998200000000001,52,19.9995,35
"Nov","2","No","Saturday","Good",3.28,-0.00159999999999982,56,11.0014,46
"Nov","3","No","Saturday","Good",4.22,-0.00159999999999982,48,16.9979,15
"Nov","5","No","Saturday","Good",3.28,-0.998200000000001,56,16.9979,2
"Nov","6","No","Saturday","Good",3.28,-2.0014,60,22.0028,12
"Nov","7","No","Saturday","Good",3.28,-0.998200000000001,60,16.9979,41
"Nov","8","No","Saturday","Good",4.22,-0.00159999999999982,56,16.9979,92
"Nov","9","No","Saturday","Good",5.16,1.0016,52,19.9995,142
"Nov","10","No","Saturday","Good",7.04,3.998,45,16.9979,200
"Nov","11","No","Saturday","Good",8.92,9.0008,40,0,233
"Nov","12","No","Saturday","Good",10.8,11.0006,35,19.0012,311
"Nov","13","No","Saturday","Good",11.74,11.9972,30,19.0012,363
"Nov","14","No","Saturday","Good",11.74,11.9972,32,19.9995,349
"Nov","15","No","Saturday","Good",11.74,11.9972,41,12.998,382
"Nov","16","No","Saturday","Good",11.74,11.9972,38,19.9995,287
"Nov","17","No","Saturday","Good",10.8,11.0006,40,12.998,232
"Nov","18","No","Saturday","Good",9.86,9.9974,46,8.9981,208
"Nov","19","No","Saturday","Fair",7.98,5.9978,71,8.9981,182
"Nov","20","No","Saturday","Fair",8.92,7.9976,57,7.0015,163
"Nov","21","No","Saturday","Fair",8.92,7.001,62,12.998,108
"Nov","22","No","Saturday","Fair",9.86,9.9974,62,11.0014,106
"Nov","23","No","Saturday","Good",9.86,9.9974,62,15.0013,93
"Nov","0","No","Sunday","Good",9.86,9.9974,66,11.0014,93
"Nov","1","No","Sunday","Good",10.8,11.0006,62,16.9979,84
"Nov","2","No","Sunday","Good",10.8,11.0006,62,19.0012,56
"Nov","3","No","Sunday","Fair",10.8,11.0006,66,19.0012,37
"Nov","6","No","Sunday","Fair",11.74,11.9972,67,16.9979,9
"Nov","7","No","Sunday","Good",11.74,11.9972,67,15.0013,23
"Nov","8","No","Sunday","Fair",11.74,11.9972,71,19.0012,65
"Nov","9","No","Sunday","Good",12.68,13.0004,72,11.0014,138
"Nov","10","No","Sunday","Fair",12.68,13.0004,72,7.0015,229
"Nov","11","No","Sunday","Fair",15.5,15.9968,63,7.0015,286
"Nov","12","No","Sunday","Fair",15.5,15.9968,63,8.9981,304
"Nov","14","No","Sunday","Good",16.44,17,63,16.9979,363
"Nov","15","No","Sunday","Fair",16.44,17,68,12.998,351
"Nov","16","No","Sunday","Fair",16.44,17,63,8.9981,306
"Nov","17","No","Sunday","Fair",16.44,17,63,12.998,203
"Nov","19","No","Sunday","Fair",15.5,15.9968,72,7.0015,157
"Nov","21","No","Sunday","Fair",14.56,15.0002,77,6.0032,105
"Nov","22","No","Sunday","Bad",13.62,13.997,88,6.0032,40
"Nov","23","No","Sunday","Bad",13.62,13.997,88,6.0032,28
"Nov","0","No","Monday","Fair",13.62,13.997,94,0,17
"Nov","1","No","Monday","Bad",13.62,13.997,94,12.998,12
"Nov","3","No","Monday","Bad",12.68,13.0004,100,8.9981,4
"Nov","7","No","Monday","Fair",13.62,13.997,94,11.0014,246
"Nov","8","No","Monday","Fair",13.62,13.997,94,0,391
"Nov","9","No","Monday","Fair",14.56,15.0002,94,7.0015,237
"Nov","10","No","Monday","Fair",16.44,17,83,0,135
"Nov","11","No","Monday","Fair",16.44,17,83,7.0015,128
"Nov","12","No","Monday","Fair",15.5,15.9968,77,8.9981,162
"Nov","14","No","Monday","Fair",14.56,15.0002,82,12.998,135
"Nov","16","No","Monday","Bad",12.68,13.0004,94,15.0013,108
"Nov","17","No","Monday","Bad",11.74,11.9972,94,19.9995,210
"Nov","19","No","Monday","Bad",10.8,11.0006,94,12.998,137
"Nov","20","No","Monday","Bad",10.8,11.0006,87,15.0013,80
"Nov","21","No","Monday","Bad",10.8,11.0006,87,11.0014,114
"Nov","22","No","Monday","Bad",10.8,11.0006,87,8.9981,78
"Nov","0","No","Tuesday","Bad",9.86,9.9974,94,7.0015,14
"Nov","3","No","Tuesday","Bad",9.86,9.9974,100,7.0015,3
"Nov","4","No","Tuesday","Bad",9.86,9.9974,94,11.0014,7
"Nov","6","No","Tuesday","Fair",9.86,9.9974,94,7.0015,64
"Nov","8","No","Tuesday","Bad",9.86,9.9974,94,15.0013,190
"Nov","10","No","Tuesday","Bad",10.8,11.0006,94,0,52
"Nov","11","No","Tuesday","Bad",10.8,11.0006,94,8.9981,32
"Nov","12","No","Tuesday","Bad",10.8,11.0006,100,6.0032,21
"Nov","14","No","Tuesday","Bad",11.74,11.9972,100,6.0032,35
"Nov","15","No","Tuesday","Bad",12.68,13.0004,94,0,34
"Nov","16","No","Tuesday","Bad",12.68,13.0004,94,0,62
"Nov","18","No","Tuesday","Bad",12.68,13.0004,100,0,148
"Nov","20","No","Tuesday","Fair",13.62,13.997,100,15.0013,127
"Nov","21","No","Tuesday","Fair",13.62,13.997,100,16.9979,90
"Nov","22","No","Tuesday","Fair",15.5,15.9968,94,12.998,87
"Nov","23","No","Tuesday","Fair",14.56,15.0002,94,16.9979,39
"Nov","0","No","Wednesday","Fair",14.56,15.0002,94,16.9979,16
"Nov","1","No","Wednesday","Fair",14.56,15.0002,94,19.9995,8
"Nov","2","No","Wednesday","Bad",15.5,15.9968,94,23.9994,6
"Nov","3","No","Wednesday","Bad",15.5,15.9968,94,23.9994,3
"Nov","4","No","Wednesday","Bad",16.44,17,88,23.9994,5
"Nov","7","No","Wednesday","Fair",13.62,13.997,100,6.0032,156
"Nov","8","No","Wednesday","Fair",14.56,15.0002,94,7.0015,323
"Nov","9","No","Wednesday","Fair",16.44,17,94,12.998,167
"Nov","10","No","Wednesday","Fair",16.44,17,94,12.998,76
"Nov","11","No","Wednesday","Fair",15.5,15.9968,72,27.9993,116
"Nov","14","No","Wednesday","Good",11.74,11.9972,54,31.0009,213
"Nov","17","No","Wednesday","Bad",9.86,9.9974,71,26.0027,163
"Nov","18","No","Wednesday","Fair",10.8,11.0006,58,35.0008,145
"Nov","19","No","Wednesday","Good",9.86,9.9974,58,26.0027,122
"Nov","20","No","Wednesday","Good",8.92,5.9978,62,26.0027,68
"Nov","21","No","Wednesday","Good",8.92,5.0012,57,31.0009,66
"Nov","22","No","Wednesday","Good",7.98,3.998,61,30.0026,62
"Nov","23","No","Wednesday","Good",7.98,3.998,61,23.9994,51
"Nov","0","Yes","Thursday","Good",7.04,3.998,57,15.0013,23
"Nov","2","Yes","Thursday","Good",6.1,3.0014,61,19.0012,22
"Nov","3","Yes","Thursday","Good",5.16,3.0014,65,8.9981,5
"Nov","4","Yes","Thursday","Good",6.1,5.0012,61,6.0032,2
"Nov","5","Yes","Thursday","Good",6.1,5.0012,61,7.0015,11
"Nov","6","Yes","Thursday","Good",6.1,5.0012,61,6.0032,6
"Nov","7","Yes","Thursday","Good",4.22,1.9982,75,7.0015,40
"Nov","8","Yes","Thursday","Good",6.1,5.0012,65,6.0032,46
"Nov","9","Yes","Thursday","Good",7.98,7.001,61,0,81
"Nov","10","Yes","Thursday","Good",8.92,9.0008,57,0,98
"Nov","11","Yes","Thursday","Good",11.74,11.9972,41,19.9995,142
"Nov","12","Yes","Thursday","Good",13.62,13.997,36,15.0013,150
"Nov","13","Yes","Thursday","Good",14.56,15.0002,33,15.0013,175
"Nov","14","Yes","Thursday","Good",15.5,15.9968,31,19.9995,168
"Nov","16","Yes","Thursday","Good",15.5,15.9968,34,19.0012,114
"Nov","18","Yes","Thursday","Good",11.74,11.9972,50,6.0032,37
"Nov","19","Yes","Thursday","Good",10.8,11.0006,54,7.0015,28
"Nov","20","Yes","Thursday","Good",8.92,7.001,76,11.0014,31
"Nov","21","Yes","Thursday","Good",8.92,7.001,71,11.0014,26
"Nov","23","Yes","Thursday","Good",7.98,7.001,76,7.0015,21
"Nov","0","No","Friday","Good",7.98,5.9978,76,11.0014,29
"Nov","1","No","Friday","Good",7.98,7.9976,76,0,14
"Nov","2","No","Friday","Good",5.16,3.0014,81,7.0015,10
"Nov","3","No","Friday","Good",5.16,3.0014,75,7.0015,2
"Nov","4","No","Friday","Good",6.1,5.0012,75,7.0015,7
"Nov","5","No","Friday","Good",5.16,5.0012,75,0,5
"Nov","6","No","Friday","Good",4.22,1.9982,81,7.0015,13
"Nov","7","No","Friday","Good",4.22,3.998,81,0,35
"Nov","8","No","Friday","Good",4.22,1.9982,81,8.9981,74
"Nov","9","No","Friday","Good",7.04,7.001,76,0,95
"Nov","10","No","Friday","Good",8.92,7.001,71,11.0014,142
"Nov","11","No","Friday","Good",10.8,11.0006,66,7.0015,226
"Nov","13","No","Friday","Good",15.5,15.9968,45,15.0013,283
"Nov","15","No","Friday","Good",16.44,17,36,12.998,310
"Nov","16","No","Friday","Good",15.5,15.9968,39,11.0014,261
"Nov","18","No","Friday","Good",13.62,13.997,44,6.0032,153
"Nov","19","No","Friday","Good",11.74,11.9972,67,0,134
"Nov","21","No","Friday","Good",8.92,9.0008,71,0,85
"Nov","22","No","Friday","Good",7.98,7.001,71,6.0032,58
"Nov","23","No","Friday","Good",7.98,7.001,76,7.0015,33
"Nov","0","No","Saturday","Good",7.98,7.001,76,7.0015,47
"Nov","1","No","Saturday","Good",7.04,5.9978,76,6.0032,29
"Nov","2","No","Saturday","Good",6.1,5.0012,81,7.0015,23
"Nov","3","No","Saturday","Good",6.1,5.9978,81,0,17
"Nov","4","No","Saturday","Good",6.1,5.9978,81,0,4
"Nov","5","No","Saturday","Good",6.1,5.0012,75,7.0015,3
"Nov","7","No","Saturday","Good",4.22,1.9982,87,7.0015,17
"Nov","9","No","Saturday","Good",7.98,7.001,76,6.0032,83
"Nov","11","No","Saturday","Good",10.8,11.0006,62,7.0015,230
"Nov","12","No","Saturday","Good",12.68,13.0004,51,0,309
"Nov","13","No","Saturday","Good",14.56,15.0002,44,0,325
"Nov","14","No","Saturday","Fair",14.56,15.0002,48,8.9981,299
"Nov","15","No","Saturday","Fair",15.5,15.9968,42,7.0015,314
"Nov","16","No","Saturday","Fair",13.62,13.997,47,8.9981,275
"Nov","17","No","Saturday","Fair",13.62,13.997,47,8.9981,184
"Nov","18","No","Saturday","Fair",11.74,11.9972,62,11.0014,185
"Nov","19","No","Saturday","Fair",10.8,11.0006,71,6.0032,146
"Nov","20","No","Saturday","Fair",11.74,11.9972,58,0,141
"Nov","21","No","Saturday","Fair",9.86,9.9974,82,0,92
"Nov","22","No","Saturday","Fair",9.86,9.9974,76,0,65
"Nov","23","No","Saturday","Good",8.92,9.0008,81,0,69
"Nov","1","No","Sunday","Good",8.92,9.0008,81,0,44
"Nov","2","No","Sunday","Good",7.98,7.9976,81,0,31
"Nov","4","No","Sunday","Good",7.98,7.001,87,7.0015,4
"Nov","5","No","Sunday","Good",8.92,7.001,87,12.998,5
"Nov","6","No","Sunday","Good",9.86,9.9974,82,11.0014,9
"Nov","8","No","Sunday","Good",10.8,11.0006,82,19.9995,42
"Nov","9","No","Sunday","Good",13.62,13.997,72,19.0012,111
"Nov","11","No","Sunday","Good",15.5,15.9968,63,23.9994,240
"Nov","12","No","Sunday","Good",17.38,18.0032,56,19.0012,256
"Nov","13","No","Sunday","Good",17.38,18.0032,60,12.998,313
"Nov","15","No","Sunday","Good",21.14,24.9992,43,19.0012,317
"Nov","16","No","Sunday","Good",18.32,18.9998,52,16.9979,323
"Nov","17","No","Sunday","Good",17.38,18.0032,56,12.998,204
"Nov","20","No","Sunday","Good",15.5,15.9968,63,16.9979,104
"Nov","21","No","Sunday","Good",14.56,15.0002,67,19.0012,88
"Nov","22","No","Sunday","Good",14.56,15.0002,72,16.9979,66
"Nov","23","No","Sunday","Good",14.56,15.0002,72,16.9979,32
"Nov","0","No","Monday","Good",13.62,13.997,77,19.0012,16
"Nov","1","No","Monday","Good",13.62,13.997,77,19.9995,13
"Nov","3","No","Monday","Good",12.68,13.0004,88,15.0013,5
"Nov","4","No","Monday","Good",12.68,13.0004,82,6.0032,4
"Nov","5","No","Monday","Good",10.8,11.0006,87,0,34
"Nov","7","No","Monday","Good",11.74,11.9972,88,0,277
"Nov","8","No","Monday","Fair",11.74,11.9972,94,0,407
"Nov","9","No","Monday","Fair",12.68,13.0004,88,15.0013,208
"Nov","10","No","Monday","Fair",14.56,15.0002,77,8.9981,107
"Nov","11","No","Monday","Fair",16.44,17,68,7.0015,118
"Nov","12","No","Monday","Good",18.32,18.9998,60,7.0015,178
"Nov","13","No","Monday","Fair",19.26,20.003,56,0,162
"Nov","14","No","Monday","Good",20.2,24.9992,56,0,143
"Nov","15","No","Monday","Good",19.26,20.003,60,11.0014,150
"Nov","17","No","Monday","Good",19.26,20.003,56,12.998,468
"Nov","18","No","Monday","Good",18.32,18.9998,64,15.0013,416
"Nov","19","No","Monday","Good",17.38,18.0032,73,15.0013,264
"Nov","20","No","Monday","Fair",17.38,18.0032,73,16.9979,218
"Nov","21","No","Monday","Fair",17.38,18.0032,77,15.0013,156
"Nov","22","No","Monday","Fair",16.44,17,83,7.0015,109
"Nov","23","No","Monday","Fair",16.44,17,83,8.9981,46
"Nov","0","No","Tuesday","Good",16.44,17,83,0,22
"Nov","1","No","Tuesday","Good",16.44,17,83,6.0032,17
"Nov","2","No","Tuesday","Fair",15.5,15.9968,88,0,5
"Nov","4","No","Tuesday","Fair",16.44,17,83,22.0028,6
"Nov","5","No","Tuesday","Good",15.5,15.9968,88,19.0012,22
"Nov","6","No","Tuesday","Good",16.44,17,83,19.0012,89
"Nov","7","No","Tuesday","Good",16.44,17,77,15.0013,342
"Nov","8","No","Tuesday","Good",17.38,18.0032,77,19.0012,449
"Nov","9","No","Tuesday","Bad",18.32,18.9998,73,27.9993,202
"Nov","10","No","Tuesday","Bad",18.32,18.9998,73,27.9993,36
"Nov","14","No","Tuesday","Bad",10.8,11.0006,94,12.998,36
"Nov","15","No","Tuesday","Bad",10.8,11.0006,87,22.0028,65
"Nov","16","No","Tuesday","Bad",10.8,11.0006,87,15.0013,151
"Nov","17","No","Tuesday","Fair",10.8,11.0006,87,19.9995,354
"Nov","18","No","Tuesday","Fair",10.8,11.0006,82,19.9995,358
"Nov","20","No","Tuesday","Fair",9.86,9.9974,87,16.9979,184
"Nov","21","No","Tuesday","Fair",9.86,9.9974,87,16.9979,125
"Nov","22","No","Tuesday","Good",9.86,9.9974,82,19.9995,95
"Nov","23","No","Tuesday","Good",8.92,5.9978,76,26.0027,53
"Nov","0","No","Wednesday","Good",8.92,5.9978,62,27.9993,24
"Nov","1","No","Wednesday","Good",7.98,3.998,66,22.0028,8
"Nov","4","No","Wednesday","Good",6.1,3.0014,75,15.0013,5
"Nov","5","No","Wednesday","Good",5.16,1.9982,81,12.998,22
"Nov","6","No","Wednesday","Good",4.22,1.9982,87,7.0015,103
"Nov","7","No","Wednesday","Good",4.22,1.9982,81,7.0015,285
"Nov","9","No","Wednesday","Good",6.1,3.0014,75,19.0012,193
"Nov","13","No","Wednesday","Fair",9.86,9.9974,43,23.9994,147
"Nov","15","No","Wednesday","Good",8.92,5.9978,46,22.0028,115
"Nov","18","No","Wednesday","Good",7.98,3.998,49,22.0028,376
"Nov","19","No","Wednesday","Fair",7.04,3.998,57,19.0012,279
"Nov","21","No","Wednesday","Good",7.04,3.0014,53,26.0027,135
"Dec","0","No","Thursday","Good",5.16,1.0016,52,22.0028,20
"Dec","1","No","Thursday","Good",4.22,-0.00159999999999982,60,19.0012,10
"Dec","2","No","Thursday","Good",4.22,-0.998200000000001,56,19.9995,9
"Dec","3","No","Thursday","Good",4.22,-0.00159999999999982,56,16.9979,7
"Dec","4","No","Thursday","Good",4.22,-0.00159999999999982,56,19.0012,1
"Dec","6","No","Thursday","Good",3.28,-2.0014,65,19.0012,97
"Dec","7","No","Thursday","Good",3.28,-2.0014,65,23.9994,276
"Dec","8","No","Thursday","Good",4.22,-0.998200000000001,60,22.0028,477
"Dec","9","No","Thursday","Good",6.1,1.9982,52,22.0028,224
"Dec","12","No","Thursday","Good",8.92,7.001,46,15.0013,148
"Dec","13","No","Thursday","Good",10.8,11.0006,40,15.0013,154
"Dec","14","No","Thursday","Good",10.8,11.0006,40,15.0013,150
"Dec","15","No","Thursday","Good",10.8,11.0006,40,15.0013,154
"Dec","16","No","Thursday","Good",10.8,11.0006,40,12.998,201
"Dec","17","No","Thursday","Good",8.92,7.001,46,8.9981,418
"Dec","19","No","Thursday","Good",7.98,7.001,46,7.0015,228
"Dec","20","No","Thursday","Good",7.98,7.001,46,7.0015,190
"Dec","22","No","Thursday","Good",6.1,5.9978,61,0,104
"Dec","23","No","Thursday","Good",4.22,3.0014,70,6.0032,73
"Dec","0","No","Friday","Good",4.22,3.0014,70,6.0032,38
"Dec","1","No","Friday","Good",3.28,3.0014,75,0,15
"Dec","3","No","Friday","Good",2.34,1.9982,80,0,1
"Dec","4","No","Friday","Good",2.34,1.9982,80,0,3
"Dec","7","No","Friday","Good",2.34,1.0016,87,6.0032,205
"Dec","8","No","Friday","Good",3.28,3.0014,87,0,445
"Dec","9","No","Friday","Good",5.16,5.0012,81,0,246
"Dec","11","No","Friday","Good",7.98,5.9978,66,11.0014,160
"Dec","12","No","Friday","Good",8.92,7.001,57,8.9981,204
"Dec","13","No","Friday","Good",10.8,11.0006,47,8.9981,207
"Dec","14","No","Friday","Good",11.74,11.9972,44,7.0015,170
"Dec","16","No","Friday","Good",11.74,11.9972,41,6.0032,276
"Dec","17","No","Friday","Good",11.74,11.9972,38,0,411
"Dec","19","No","Friday","Good",7.98,5.0012,53,16.9979,265
"Dec","21","No","Friday","Good",7.98,5.9978,49,12.998,111
"Dec","22","No","Friday","Good",7.04,5.0012,53,12.998,102
"Dec","23","No","Friday","Good",7.04,3.998,53,19.0012,95
"Dec","0","No","Saturday","Good",6.1,3.0014,56,16.9979,75
"Dec","2","No","Saturday","Good",4.22,1.0016,65,11.0014,50
"Dec","3","No","Saturday","Good",3.28,-0.00159999999999982,70,8.9981,9
"Dec","4","No","Saturday","Good",2.34,-0.998200000000001,75,8.9981,8
"Dec","5","No","Saturday","Good",3.28,1.0016,70,6.0032,6
"Dec","8","No","Saturday","Good",3.28,1.0016,75,6.0032,63
"Dec","10","No","Saturday","Good",7.04,5.9978,61,8.9981,195
"Dec","11","No","Saturday","Good",7.04,5.9978,57,6.0032,275
"Dec","12","No","Saturday","Good",8.92,9.0008,50,0,358
"Dec","13","No","Saturday","Good",8.92,7.9976,50,6.0032,292
"Dec","15","No","Saturday","Good",9.86,9.9974,46,0,337
"Dec","16","No","Saturday","Good",9.86,9.9974,46,0,305
"Dec","17","No","Saturday","Good",8.92,9.0008,62,0,232
"Dec","20","No","Saturday","Good",6.1,5.0012,61,6.0032,127
"Dec","21","No","Saturday","Fair",6.1,5.0012,61,6.0032,109
"Dec","22","No","Saturday","Fair",7.04,5.9978,61,6.0032,114
"Dec","23","No","Saturday","Good",6.1,3.998,70,8.9981,85
"Dec","1","No","Sunday","Good",6.1,5.0012,75,6.0032,74
"Dec","2","No","Sunday","Good",4.22,3.998,81,0,62
"Dec","3","No","Sunday","Good",5.16,5.0012,75,0,41
"Dec","4","No","Sunday","Good",4.22,3.998,87,0,11
"Dec","6","No","Sunday","Good",3.28,3.0014,93,0,4
"Dec","9","No","Sunday","Good",6.1,5.9978,81,0,126
"Dec","10","No","Sunday","Good",7.04,5.9978,81,8.9981,216
"Dec","11","No","Sunday","Good",7.98,5.9978,81,11.0014,254
"Dec","14","No","Sunday","Good",11.74,11.9972,62,8.9981,323
"Dec","15","No","Sunday","Good",11.74,11.9972,62,12.998,296
"Dec","17","No","Sunday","Good",9.86,9.9974,76,8.9981,245
"Dec","18","No","Sunday","Good",9.86,9.9974,71,0,171
"Dec","20","No","Sunday","Good",8.92,7.001,76,8.9981,124
"Dec","21","No","Sunday","Good",8.92,7.9976,81,7.0015,72
"Dec","22","No","Sunday","Good",7.98,7.001,87,7.0015,64
"Dec","0","No","Monday","Good",7.04,5.9978,87,6.0032,24
"Dec","1","No","Monday","Good",7.04,7.001,87,0,12
"Dec","2","No","Monday","Good",7.04,7.001,87,0,8
"Dec","3","No","Monday","Good",7.04,7.001,87,0,2
"Dec","4","No","Monday","Good",6.1,5.0012,87,7.0015,7
"Dec","5","No","Monday","Good",6.1,5.0012,87,7.0015,25
"Dec","7","No","Monday","Good",7.04,7.001,90,0,283
"Dec","8","No","Monday","Good",7.04,7.001,93,0,404
"Dec","9","No","Monday","Fair",8.92,7.9976,87,6.0032,190
"Dec","10","No","Monday","Fair",8.92,7.9976,87,6.0032,87
"Dec","11","No","Monday","Fair",8.92,7.9976,87,6.0032,123
"Dec","13","No","Monday","Fair",11.74,11.9972,71,6.0032,171
"Dec","15","No","Monday","Fair",13.62,13.997,72,6.0032,148
"Dec","16","No","Monday","Good",15.5,15.9968,63,6.0032,248
"Dec","18","No","Monday","Good",12.68,13.0004,77,0,399
"Dec","19","No","Monday","Fair",13.62,13.997,77,0,308
"Dec","21","No","Monday","Fair",12.68,13.0004,88,6.0032,176
"Dec","22","No","Monday","Fair",12.68,13.0004,88,8.9981,106
"Dec","23","No","Monday","Fair",13.62,13.997,88,8.9981,62
"Dec","0","No","Tuesday","Fair",15.5,15.9968,77,19.9995,28
"Dec","2","No","Tuesday","Fair",13.62,13.997,87,12.998,3
"Dec","3","No","Tuesday","Fair",13.62,13.997,87,12.998,3
"Dec","4","No","Tuesday","Bad",13.62,13.997,88,15.0013,7
"Dec","5","No","Tuesday","Bad",13.62,13.997,88,15.0013,20
"Dec","7","No","Tuesday","Fair",13.62,13.997,94,12.998,234
"Dec","11","No","Tuesday","Bad",13.62,13.997,94,16.9979,32
"Dec","12","No","Tuesday","Bad",13.62,13.997,100,15.0013,55
"Dec","13","No","Tuesday","Bad",13.62,13.997,100,12.998,71
"Dec","14","No","Tuesday","Bad",14.56,15.0002,100,15.0013,75
"Dec","15","No","Tuesday","Bad",15.5,15.9968,100,12.998,45
"Dec","17","No","Tuesday","Fair",13.62,13.997,100,15.0013,262
"Dec","18","No","Tuesday","Fair",13.62,13.997,100,19.0012,304
"Dec","19","No","Tuesday","Bad",13.62,13.997,100,19.9995,233
"Dec","20","No","Tuesday","Bad",13.62,13.997,100,19.9995,110
"Dec","21","No","Tuesday","Fair",12.68,13.0004,100,12.998,114
"Dec","23","No","Tuesday","Bad",13.62,13.997,100,11.0014,53
"Dec","1","No","Wednesday","Fair",13.62,13.997,100,16.9979,13
"Dec","2","No","Wednesday","Bad",13.62,13.997,100,15.0013,6
"Dec","3","No","Wednesday","Bad",13.62,13.997,100,15.0013,3
"Dec","4","No","Wednesday","Bad",13.62,13.997,100,11.0014,1
"Dec","5","No","Wednesday","Bad",13.62,13.997,100,11.0014,3
"Dec","6","No","Wednesday","Bad",14.56,15.0002,100,27.9993,18
"Dec","7","No","Wednesday","Bad",12.68,13.0004,100,7.0015,46
"Dec","8","No","Wednesday","Bad",12.68,13.0004,100,0,86
"Dec","9","No","Wednesday","Bad",12.68,13.0004,100,16.9979,64
"Dec","11","No","Wednesday","Bad",12.68,13.0004,100,6.0032,50
"Dec","12","No","Wednesday","Bad",12.68,13.0004,100,8.9981,33
"Dec","13","No","Wednesday","Bad",12.68,13.0004,100,12.998,33
"Dec","14","No","Wednesday","Bad",12.68,13.0004,100,12.998,25
"Dec","15","No","Wednesday","Bad",11.74,11.9972,94,15.0013,30
"Dec","16","No","Wednesday","Bad",11.74,11.9972,94,12.998,31
"Dec","17","No","Wednesday","Bad",10.8,11.0006,100,22.0028,52
"Dec","18","No","Wednesday","Bad",10.8,11.0006,94,19.9995,51
"Dec","19","No","Wednesday","Bad",7.98,3.0014,87,43.0006,33
"Dec","20","No","Wednesday","Bad",7.98,3.0014,87,43.0006,26
"Dec","21","No","Wednesday","Bad",6.1,1.0016,87,35.0008,6
"Dec","22","No","Wednesday","Bad",3.28,-2.998,93,30.0026,13
"Dec","23","No","Wednesday","Good",3.28,-2.0014,93,26.0027,16
"Dec","0","No","Thursday","Fair",4.22,-0.998200000000001,87,19.9995,21
"Dec","1","No","Thursday","Good",4.22,-0.998200000000001,81,23.9994,7
"Dec","2","No","Thursday","Good",5.16,1.9982,65,15.0013,4
"Dec","3","No","Thursday","Good",4.22,-0.998200000000001,60,19.9995,1
"Dec","4","No","Thursday","Fair",3.28,-2.998,60,31.0009,2
"Dec","5","No","Thursday","Good",2.34,-2.0014,64,15.0013,12
"Dec","6","No","Thursday","Good",2.34,-2.0014,55,19.0012,71
